,0.0189198084661,-3.96754583876

single-wing,2.65429411702e-06,-12.8393318079

outside,0.000106171764681,-9.1504523538

roadie,2.65429411702e-06,-12.8393318079

hurrying,2.65429411702e-06,-12.8393318079

corridors,5.30858823405e-06,-12.1461846274

warding,2.65429411702e-06,-12.8393318079

edge-on,5.30858823405e-06,-12.1461846274

prions,2.12343529362e-05,-10.7598902662

densely,2.65429411702e-06,-12.8393318079

disinfectants,7.96288235107e-06,-11.7407195192

diners,2.65429411702e-06,-12.8393318079

brahe,2.65429411702e-06,-12.8393318079

mobiles,2.65429411702e-06,-12.8393318079

priests,7.96288235107e-06,-11.7407195192

berry,2.65429411702e-06,-12.8393318079

haswell-elkins,1.06171764681e-05,-11.4530374468

duty,5.30858823405e-06,-12.1461846274

afterwards,2.91972352872e-05,-10.4414365351

pox,2.65429411702e-06,-12.8393318079

bricks,2.65429411702e-06,-12.8393318079

pot,2.12343529362e-05,-10.7598902662

colony,1.32714705851e-05,-11.2298938955

pop,1.85800588192e-05,-10.8934216589

60,0.000130060411734,-8.9475115098

poo,1.06171764681e-05,-11.4530374468

62,1.32714705851e-05,-11.2298938955

63,7.96288235107e-06,-11.7407195192

64,1.32714705851e-05,-11.2298938955

65,5.57401764575e-05,-9.79480937019

66,7.96288235107e-06,-11.7407195192

67,7.96288235107e-06,-11.7407195192

68,7.96288235107e-06,-11.7407195192

69,2.65429411702e-06,-12.8393318079

estonia,2.65429411702e-06,-12.8393318079

bequeathed,2.65429411702e-06,-12.8393318079

yeasts,2.65429411702e-06,-12.8393318079

508,2.65429411702e-06,-12.8393318079

molecular-scale,2.65429411702e-06,-12.8393318079

categorising,5.30858823405e-06,-12.1461846274

505,2.65429411702e-06,-12.8393318079

500,9.02459999788e-05,-9.3129712833

engine,0.000188454882309,-8.57665193087

136562,2.65429411702e-06,-12.8393318079

tiger,5.30858823405e-06,-12.1461846274

minister,9.02459999788e-05,-9.3129712833

eaters,2.38886470532e-05,-10.6421072306

cladistics,2.65429411702e-06,-12.8393318079

irrelevant,5.30858823405e-06,-12.1461846274

ptilonorhynchus,2.65429411702e-06,-12.8393318079

sniff,1.59257647021e-05,-11.0475723387

myself,5.30858823405e-06,-12.1461846274

mount,5.30858823405e-05,-9.84359953436

premature,3.98144117553e-05,-10.1312816068

slippery,5.30858823405e-06,-12.1461846274

pneumophila,2.65429411702e-06,-12.8393318079

mound,5.30858823405e-06,-12.1461846274

hunts,2.65429411702e-06,-12.8393318079

cetacean,2.65429411702e-06,-12.8393318079

50s,2.65429411702e-06,-12.8393318079

slippers,2.65429411702e-06,-12.8393318079

vest,5.30858823405e-06,-12.1461846274

coupled,5.30858823405e-06,-12.1461846274

couples,1.59257647021e-05,-11.0475723387

strains,5.30858823405e-05,-9.84359953436

palaeoceanographic,2.65429411702e-06,-12.8393318079

trip,3.45058235213e-05,-10.2743824505

html,2.65429411702e-06,-12.8393318079

insurers,7.96288235107e-06,-11.7407195192

trunk-like,2.65429411702e-06,-12.8393318079

downloads,2.65429411702e-06,-12.8393318079

ness,2.65429411702e-06,-12.8393318079

excavated,1.59257647021e-05,-11.0475723387

conductors,5.30858823405e-06,-12.1461846274

abalone,1.06171764681e-05,-11.4530374468

vowel,2.65429411702e-06,-12.8393318079

ewes,7.96288235107e-06,-11.7407195192

footprint,5.30858823405e-06,-12.1461846274

illicitly,2.65429411702e-06,-12.8393318079

cartoon,5.30858823405e-06,-12.1461846274

vowed,2.65429411702e-06,-12.8393318079

fasting,2.65429411702e-06,-12.8393318079

antibodies,3.18515294043e-05,-10.3544251581

pennsylvania,4.77772941064e-05,-9.94896005002

ranch,5.30858823405e-06,-12.1461846274

magical,1.06171764681e-05,-11.4530374468

synthesised,5.30858823405e-06,-12.1461846274

streptomycin,5.30858823405e-06,-12.1461846274

brisbane,6.10487646915e-05,-9.70383759199

telemetry,2.65429411702e-06,-12.8393318079

actions,2.38886470532e-05,-10.6421072306

risking,2.65429411702e-06,-12.8393318079

dolphin-mirror,2.65429411702e-06,-12.8393318079

archilochus,2.65429411702e-06,-12.8393318079

satin,1.32714705851e-05,-11.2298938955

incurring,2.65429411702e-06,-12.8393318079

halfway,2.65429411702e-06,-12.8393318079

rose,5.57401764575e-05,-9.79480937019

monolingual,2.65429411702e-06,-12.8393318079

seems,0.000140677588202,-8.86903989436

disrupt,2.12343529362e-05,-10.7598902662

dulls,2.65429411702e-06,-12.8393318079

sociality,5.30858823405e-06,-12.1461846274

ross,1.59257647021e-05,-11.0475723387

kills,1.59257647021e-05,-11.0475723387

crustaceans,1.32714705851e-05,-11.2298938955

confines,2.65429411702e-06,-12.8393318079

30-50,2.65429411702e-06,-12.8393318079

chert,5.30858823405e-06,-12.1461846274

10-cell,2.65429411702e-06,-12.8393318079

confined,1.32714705851e-05,-11.2298938955

accepted,9.82088823298e-05,-9.22841389527

riken,2.65429411702e-06,-12.8393318079

furniture,5.30858823405e-06,-12.1461846274

laser-like,2.65429411702e-06,-12.8393318079

kennedy,5.30858823405e-06,-12.1461846274

exquisitely,5.30858823405e-06,-12.1461846274

reduces,4.24687058724e-05,-10.0667430857

chaotically,7.96288235107e-06,-11.7407195192

capgras,2.65429411702e-06,-12.8393318079

reduced,8.49374117447e-05,-9.37359590511

magnometer,2.65429411702e-06,-12.8393318079

die-off,5.30858823405e-06,-12.1461846274

garnett,5.30858823405e-06,-12.1461846274

resonate,2.65429411702e-06,-12.8393318079

golden/red,2.65429411702e-06,-12.8393318079

ovaries,1.06171764681e-05,-11.4530374468

nails,2.65429411702e-06,-12.8393318079

tyrannosaurs,2.65429411702e-06,-12.8393318079

inhale,5.30858823405e-06,-12.1461846274

keratin,1.59257647021e-05,-11.0475723387

jeep,2.65429411702e-06,-12.8393318079

shrimp,2.65429411702e-06,-12.8393318079

informing,2.65429411702e-06,-12.8393318079

haloes,2.65429411702e-06,-12.8393318079

stand,2.12343529362e-05,-10.7598902662

ladies,5.30858823405e-06,-12.1461846274

barcode-like,2.65429411702e-06,-12.8393318079

-87,2.65429411702e-06,-12.8393318079

pick-up,2.65429411702e-06,-12.8393318079

-80,2.65429411702e-06,-12.8393318079

aest,5.30858823405e-06,-12.1461846274

accounts,2.65429411702e-05,-10.5367467149

cent,1.59257647021e-05,-11.0475723387

gary,1.32714705851e-05,-11.2298938955

theoretically,2.38886470532e-05,-10.6421072306

biomedicine,2.65429411702e-06,-12.8393318079

artifically,2.65429411702e-06,-12.8393318079

unisex,2.65429411702e-06,-12.8393318079

light-activated,2.65429411702e-06,-12.8393318079

hand-forearm,2.65429411702e-06,-12.8393318079

beecham,1.32714705851e-05,-11.2298938955

regard,1.32714705851e-05,-11.2298938955

synthesise,2.65429411702e-06,-12.8393318079

amongst,1.59257647021e-05,-11.0475723387

quadrupeds,2.65429411702e-06,-12.8393318079

ullrich,2.65429411702e-06,-12.8393318079

promote,4.24687058724e-05,-10.0667430857

rowling,5.30858823405e-06,-12.1461846274

theobromine,2.65429411702e-06,-12.8393318079

in-vitro,2.65429411702e-06,-12.8393318079

aceh,5.30858823405e-06,-12.1461846274

aced,2.65429411702e-06,-12.8393318079

fossick,2.65429411702e-06,-12.8393318079

lichen,5.30858823405e-06,-12.1461846274

diverged,1.06171764681e-05,-11.4530374468

bishop,7.96288235107e-06,-11.7407195192

biochemistry,7.96288235107e-06,-11.7407195192

50-60,2.65429411702e-06,-12.8393318079

briefly,1.32714705851e-05,-11.2298938955

winking,2.65429411702e-06,-12.8393318079

collaborative,5.30858823405e-06,-12.1461846274

15-55,2.65429411702e-06,-12.8393318079

recognise,0.000111480352915,-9.10166218963

excavations,2.65429411702e-06,-12.8393318079

crossbred,2.65429411702e-06,-12.8393318079

unresponsive,2.65429411702e-06,-12.8393318079

proboscis,1.32714705851e-05,-11.2298938955

doughnut-shaped,7.96288235107e-06,-11.7407195192

barcelona,5.30858823405e-06,-12.1461846274

transports,7.96288235107e-06,-11.7407195192

alo,2.65429411702e-06,-12.8393318079

swirls,2.65429411702e-06,-12.8393318079

chinese,0.000103517470564,-9.17577016178

alf,2.65429411702e-06,-12.8393318079

spacecraft,0.000119443235266,-9.03266931814

disc,2.91972352872e-05,-10.4414365351

dish,1.59257647021e-05,-11.0475723387

disk,1.32714705851e-05,-11.2298938955

jerome,2.65429411702e-06,-12.8393318079

gwilym,2.65429411702e-06,-12.8393318079

pickier,2.65429411702e-06,-12.8393318079

thursday,1.32714705851e-05,-11.2298938955

monodelphis,2.65429411702e-06,-12.8393318079

activities,5.30858823405e-05,-9.84359953436

neurogeneticist,2.65429411702e-06,-12.8393318079

oxides,2.65429411702e-06,-12.8393318079

awful,7.96288235107e-06,-11.7407195192

immunosuppressant,7.96288235107e-06,-11.7407195192

programme,1.06171764681e-05,-11.4530374468

louvre,1.32714705851e-05,-11.2298938955

reins,2.65429411702e-06,-12.8393318079

remarkably,2.12343529362e-05,-10.7598902662

lutrasimilis,5.30858823405e-06,-12.1461846274

billion-year-old,2.65429411702e-06,-12.8393318079

antartica,2.65429411702e-06,-12.8393318079

mind-reading,2.65429411702e-06,-12.8393318079

crust,2.38886470532e-05,-10.6421072306

overload,7.96288235107e-06,-11.7407195192

crush,2.65429411702e-06,-12.8393318079

racing,1.85800588192e-05,-10.8934216589

condensed,2.65429411702e-06,-12.8393318079

tags,3.98144117553e-05,-10.1312816068

behaviour,0.000334441058745,-8.00304990096

condenses,2.65429411702e-06,-12.8393318079

berkeley,3.18515294043e-05,-10.3544251581

obstetricians,5.30858823405e-06,-12.1461846274

norden,7.96288235107e-06,-11.7407195192

rosenblatt,2.65429411702e-06,-12.8393318079

1846,2.65429411702e-06,-12.8393318079

infringe,5.30858823405e-06,-12.1461846274

extremes,1.06171764681e-05,-11.4530374468

outposts,2.65429411702e-06,-12.8393318079

agustin,5.30858823405e-06,-12.1461846274

proxy,5.30858823405e-06,-12.1461846274

rkf,2.65429411702e-06,-12.8393318079

coatings,2.12343529362e-05,-10.7598902662

sperm-producing,5.30858823405e-06,-12.1461846274

minoo,2.65429411702e-06,-12.8393318079

proceed,7.96288235107e-06,-11.7407195192

004-us,2.65429411702e-06,-12.8393318079

faint,1.32714705851e-05,-11.2298938955

12-week,2.65429411702e-06,-12.8393318079

markets,1.85800588192e-05,-10.8934216589

minor,2.91972352872e-05,-10.4414365351

emoticon,2.65429411702e-06,-12.8393318079

mellon,7.96288235107e-06,-11.7407195192

dosages,5.30858823405e-06,-12.1461846274

surface,0.000416724176373,-7.78308600257

known,0.000647647764553,-7.34216358262

mellow,2.65429411702e-06,-12.8393318079

glad,2.65429411702e-06,-12.8393318079

260000,2.65429411702e-06,-12.8393318079

v,1.85800588192e-05,-10.8934216589

cheops,5.30858823405e-06,-12.1461846274

prehistory,5.30858823405e-06,-12.1461846274

pons,5.30858823405e-06,-12.1461846274

pond,5.30858823405e-06,-12.1461846274

mother-of-pearl,2.65429411702e-06,-12.8393318079

influenced,1.85800588192e-05,-10.8934216589

hobbits,2.65429411702e-06,-12.8393318079

goal,5.30858823405e-05,-9.84359953436

cleaning-feeding,2.65429411702e-06,-12.8393318079

influences,2.91972352872e-05,-10.4414365351

explains,0.000138023294085,-8.88808808933

goat,7.96288235107e-06,-11.7407195192

acknowledging,2.65429411702e-06,-12.8393318079

langley,2.65429411702e-06,-12.8393318079

unsurprising,2.65429411702e-06,-12.8393318079

chiefly,2.65429411702e-06,-12.8393318079

prefers,7.96288235107e-06,-11.7407195192

fistulata,2.65429411702e-06,-12.8393318079

shade,1.32714705851e-05,-11.2298938955

turnover,1.06171764681e-05,-11.4530374468

essence,1.32714705851e-05,-11.2298938955

anti-inflammatory,1.32714705851e-05,-11.2298938955

computer-aided,2.65429411702e-06,-12.8393318079

ailor,5.30858823405e-06,-12.1461846274

inquiries,2.65429411702e-06,-12.8393318079

developer,2.65429411702e-06,-12.8393318079

50000,1.32714705851e-05,-11.2298938955

disagreed,2.65429411702e-06,-12.8393318079

style,2.91972352872e-05,-10.4414365351

resorb,2.65429411702e-06,-12.8393318079

fairbanks,7.96288235107e-06,-11.7407195192

resort,2.65429411702e-06,-12.8393318079

interleukin-2,2.65429411702e-06,-12.8393318079

threescore,2.65429411702e-06,-12.8393318079

disagrees,1.85800588192e-05,-10.8934216589

stephen,2.38886470532e-05,-10.6421072306

dwarfism,2.65429411702e-06,-12.8393318079

chernobyl-style,2.65429411702e-06,-12.8393318079

accompli,2.65429411702e-06,-12.8393318079

thoroughbred,2.65429411702e-06,-12.8393318079

sucking,1.06171764681e-05,-11.4530374468

communities,7.43202352766e-05,-9.50712729774

marcus,2.65429411702e-06,-12.8393318079

overuses,2.65429411702e-06,-12.8393318079

cdk5rap2,2.65429411702e-06,-12.8393318079

friendship,7.96288235107e-06,-11.7407195192

talence,2.65429411702e-06,-12.8393318079

nicotine,1.06171764681e-05,-11.4530374468

unravelling,2.65429411702e-06,-12.8393318079

colder,2.12343529362e-05,-10.7598902662

organises,5.30858823405e-06,-12.1461846274

expect,0.000108826058798,-9.12575974121

organised,2.12343529362e-05,-10.7598902662

inflated,7.96288235107e-06,-11.7407195192

cadavers,5.30858823405e-06,-12.1461846274

wondered,2.65429411702e-06,-12.8393318079

induces,7.96288235107e-06,-11.7407195192

adhere,2.65429411702e-06,-12.8393318079

induced,3.18515294043e-05,-10.3544251581

1-3,2.65429411702e-06,-12.8393318079

bleeped,2.65429411702e-06,-12.8393318079

jetrix,5.30858823405e-06,-12.1461846274

unexplained,1.32714705851e-05,-11.2298938955

tractors,2.65429411702e-06,-12.8393318079

alzheimer,1.85800588192e-05,-10.8934216589

reconfigure,2.65429411702e-06,-12.8393318079

tadpoles,2.65429411702e-06,-12.8393318079

tsunamis,1.85800588192e-05,-10.8934216589

accumulation,5.30858823405e-06,-12.1461846274

trellenkamp,5.30858823405e-06,-12.1461846274

disincentive,2.65429411702e-06,-12.8393318079

consequence,2.12343529362e-05,-10.7598902662

feed,5.30858823405e-05,-9.84359953436

dino,2.65429411702e-06,-12.8393318079

tuneable,2.65429411702e-06,-12.8393318079

well-known,2.38886470532e-05,-10.6421072306

godthelp,1.32714705851e-05,-11.2298938955

colombia,5.30858823405e-06,-12.1461846274

fees,2.65429411702e-06,-12.8393318079

slower,2.12343529362e-05,-10.7598902662

hangs,7.96288235107e-06,-11.7407195192

recovered,2.91972352872e-05,-10.4414365351

dolphin-like,2.65429411702e-06,-12.8393318079

pump,2.65429411702e-05,-10.5367467149

checklist,2.65429411702e-06,-12.8393318079

hotel,5.30858823405e-06,-12.1461846274

optical,4.24687058724e-05,-10.0667430857

aims,3.18515294043e-05,-10.3544251581

architect,1.32714705851e-05,-11.2298938955

ultrapure,2.65429411702e-06,-12.8393318079

outdoors,5.30858823405e-06,-12.1461846274

risky,4.24687058724e-05,-10.0667430857

suspicious,5.30858823405e-06,-12.1461846274

hour-long,2.65429411702e-06,-12.8393318079

reiss,2.65429411702e-06,-12.8393318079

rife,5.30858823405e-06,-12.1461846274

nights,5.30858823405e-06,-12.1461846274

material-less,5.30858823405e-06,-12.1461846274

imitations,2.65429411702e-06,-12.8393318079

falling-down,2.65429411702e-06,-12.8393318079

moist,5.30858823405e-06,-12.1461846274

finding,0.000281355176404,-8.1758927138

donor,2.12343529362e-05,-10.7598902662

egg-shaped,5.30858823405e-06,-12.1461846274

770,2.65429411702e-06,-12.8393318079

eruption,7.16659411596e-05,-9.54349494191

76,2.65429411702e-06,-12.8393318079

steady-state,2.65429411702e-06,-12.8393318079

74,7.96288235107e-06,-11.7407195192

73,5.30858823405e-06,-12.1461846274

72,1.32714705851e-05,-11.2298938955

71,7.96288235107e-06,-11.7407195192

70,0.000111480352915,-9.10166218963

nothing,7.43202352766e-05,-9.50712729774

mangrove,2.65429411702e-06,-12.8393318079

79,7.96288235107e-06,-11.7407195192

78,2.65429411702e-06,-12.8393318079

radio-tracked,2.65429411702e-06,-12.8393318079

journeys,2.65429411702e-06,-12.8393318079

rti,2.65429411702e-06,-12.8393318079

dilation,5.30858823405e-06,-12.1461846274

stairs,2.65429411702e-06,-12.8393318079

inflection,2.65429411702e-06,-12.8393318079

ultra-violet/optical,2.65429411702e-06,-12.8393318079

shepherd,5.30858823405e-06,-12.1461846274

publicity,1.32714705851e-05,-11.2298938955

compiled,1.06171764681e-05,-11.4530374468

lehmann,2.65429411702e-06,-12.8393318079

cd4,7.96288235107e-06,-11.7407195192

fastest,1.59257647021e-05,-11.0475723387

critically,1.85800588192e-05,-10.8934216589

continuum,1.32714705851e-05,-11.2298938955

medicines,1.59257647021e-05,-11.0475723387

investigate,5.30858823405e-05,-9.84359953436

proto-language,5.30858823405e-06,-12.1461846274

ferrugineus,2.65429411702e-06,-12.8393318079

nibbled,2.65429411702e-06,-12.8393318079

achieved,3.98144117553e-05,-10.1312816068

declines,1.85800588192e-05,-10.8934216589

kylie,7.96288235107e-06,-11.7407195192

sportswear,2.65429411702e-06,-12.8393318079

summer-time,2.65429411702e-06,-12.8393318079

mechanically,2.65429411702e-06,-12.8393318079

merry-go-round,2.65429411702e-06,-12.8393318079

stressor,2.65429411702e-06,-12.8393318079

playmates,2.65429411702e-06,-12.8393318079

downturn,2.65429411702e-06,-12.8393318079

atolls,7.96288235107e-06,-11.7407195192

numerous,3.98144117553e-05,-10.1312816068

profiling,7.96288235107e-06,-11.7407195192

creating,9.29002940958e-05,-9.28398374643

outfit,2.65429411702e-06,-12.8393318079

radiopharmaceutical,5.30858823405e-06,-12.1461846274

gansus-like,2.65429411702e-06,-12.8393318079

relying,2.65429411702e-06,-12.8393318079

prescription,5.30858823405e-06,-12.1461846274

roman,3.71601176383e-05,-10.2002744783

context,5.30858823405e-05,-9.84359953436

onthophagus,2.65429411702e-06,-12.8393318079

knee-deep,5.30858823405e-06,-12.1461846274

tga,1.85800588192e-05,-10.8934216589

ravi,2.65429411702e-06,-12.8393318079

rave,7.96288235107e-06,-11.7407195192

tgn,1.59257647021e-05,-11.0475723387

goats,4.24687058724e-05,-10.0667430857

decline,8.22831176277e-05,-9.40534460343

java,2.65429411702e-05,-10.5367467149

430-426,2.65429411702e-06,-12.8393318079

political,3.18515294043e-05,-10.3544251581

make-up,5.30858823405e-06,-12.1461846274

low-frequency,7.96288235107e-06,-11.7407195192

siting,2.65429411702e-06,-12.8393318079

referee,1.06171764681e-05,-11.4530374468

kilograms,3.45058235213e-05,-10.2743824505

firefighters,3.18515294043e-05,-10.3544251581

transferring,5.30858823405e-06,-12.1461846274

opposites,5.30858823405e-06,-12.1461846274

concentrates,2.65429411702e-06,-12.8393318079

plants,0.000249503647,-8.29603702564

georgia,3.18515294043e-05,-10.3544251581

advocating,2.65429411702e-06,-12.8393318079

evaluated,1.59257647021e-05,-11.0475723387

evaluates,5.30858823405e-06,-12.1461846274

zooin,2.65429411702e-06,-12.8393318079

disappointing,1.85800588192e-05,-10.8934216589

awakening,2.65429411702e-06,-12.8393318079

bepicolombo,2.65429411702e-06,-12.8393318079

alliances,5.30858823405e-06,-12.1461846274

whitehead,2.65429411702e-06,-12.8393318079

stimulates,7.96288235107e-06,-11.7407195192

stimulated,1.06171764681e-05,-11.4530374468

colorectal,7.96288235107e-06,-11.7407195192

peoples,1.06171764681e-05,-11.4530374468

advise,7.96288235107e-06,-11.7407195192

straightjacket,2.65429411702e-06,-12.8393318079

literature,3.45058235213e-05,-10.2743824505

mid-century,5.30858823405e-06,-12.1461846274

recalibrate,2.65429411702e-06,-12.8393318079

flows,5.57401764575e-05,-9.79480937019

flown,1.06171764681e-05,-11.4530374468

horvath,2.65429411702e-06,-12.8393318079

recharging,1.06171764681e-05,-11.4530374468

rothemund,1.06171764681e-05,-11.4530374468

super-dim,2.65429411702e-06,-12.8393318079

cheek,5.30858823405e-06,-12.1461846274

chickens,5.30858823405e-06,-12.1461846274

feigelson,5.30858823405e-06,-12.1461846274

cheer,2.65429411702e-06,-12.8393318079

underreported,2.65429411702e-06,-12.8393318079

pollen,2.65429411702e-06,-12.8393318079

1789,5.30858823405e-06,-12.1461846274

survivorship,2.65429411702e-06,-12.8393318079

tables,2.65429411702e-06,-12.8393318079

tablet,2.65429411702e-06,-12.8393318079

129000,7.96288235107e-06,-11.7407195192

workers,5.57401764575e-05,-9.79480937019

tabled,2.65429411702e-06,-12.8393318079

andris,2.65429411702e-06,-12.8393318079

associations,7.96288235107e-06,-11.7407195192

customers,1.85800588192e-05,-10.8934216589

amended,2.65429411702e-06,-12.8393318079

self-sufficiency,2.65429411702e-06,-12.8393318079

entangled,7.96288235107e-06,-11.7407195192

awaken,2.65429411702e-06,-12.8393318079

moody,2.65429411702e-06,-12.8393318079

social/economic,2.65429411702e-06,-12.8393318079

rotate,2.65429411702e-06,-12.8393318079

shaped,2.65429411702e-05,-10.5367467149

polymers,3.45058235213e-05,-10.2743824505

avatars,2.65429411702e-06,-12.8393318079

shapes,7.43202352766e-05,-9.50712729774

sprinklers,5.30858823405e-06,-12.1461846274

hallmark,5.30858823405e-06,-12.1461846274

speed-dating,1.85800588192e-05,-10.8934216589

paxil,2.65429411702e-06,-12.8393318079

sprightly,2.65429411702e-06,-12.8393318079

simmers,2.65429411702e-06,-12.8393318079

extraversion,5.30858823405e-06,-12.1461846274

innovation,3.98144117553e-05,-10.1312816068

stargazers,5.30858823405e-06,-12.1461846274

porridge,2.65429411702e-06,-12.8393318079

under-reported,2.65429411702e-06,-12.8393318079

aloft,5.30858823405e-06,-12.1461846274

informatics,2.65429411702e-06,-12.8393318079

dormant,7.96288235107e-06,-11.7407195192

wherefores,2.65429411702e-06,-12.8393318079

firing,5.30858823405e-06,-12.1461846274

wide-field,2.65429411702e-06,-12.8393318079

surfers,2.65429411702e-06,-12.8393318079

militia,5.30858823405e-06,-12.1461846274

gamma,7.16659411596e-05,-9.54349494191

naturalists,2.65429411702e-06,-12.8393318079

conserving,2.65429411702e-06,-12.8393318079

greenfield,1.59257647021e-05,-11.0475723387

plethora,2.65429411702e-06,-12.8393318079

drifted,5.30858823405e-06,-12.1461846274

diameters,7.96288235107e-06,-11.7407195192

madagascar,1.32714705851e-05,-11.2298938955

msn,2.65429411702e-06,-12.8393318079

premenstrual,2.65429411702e-06,-12.8393318079

baggy,2.65429411702e-06,-12.8393318079

sections,2.12343529362e-05,-10.7598902662

files,3.98144117553e-05,-10.1312816068

clots,1.06171764681e-05,-11.4530374468

cloth,7.96288235107e-06,-11.7407195192

usurp,2.65429411702e-06,-12.8393318079

delta,1.32714705851e-05,-11.2298938955

contagiousness,2.65429411702e-06,-12.8393318079

junior,2.12343529362e-05,-10.7598902662

shutters,2.65429411702e-06,-12.8393318079

penguin,2.65429411702e-05,-10.5367467149

consist,1.85800588192e-05,-10.8934216589

prey,3.45058235213e-05,-10.2743824505

characteristic,3.98144117553e-05,-10.1312816068

gttac,2.65429411702e-06,-12.8393318079

full-blown,2.65429411702e-06,-12.8393318079

highlight,5.30858823405e-06,-12.1461846274

strands,2.12343529362e-05,-10.7598902662

x-ray,9.02459999788e-05,-9.3129712833

freak,2.65429411702e-06,-12.8393318079

hobby,5.30858823405e-06,-12.1461846274

graham,7.96288235107e-06,-11.7407195192

immunologist,7.96288235107e-06,-11.7407195192

rains,1.59257647021e-05,-11.0475723387

endurance,2.65429411702e-06,-12.8393318079

ferment,2.65429411702e-06,-12.8393318079

wijdicks,5.30858823405e-06,-12.1461846274

muddled,2.65429411702e-06,-12.8393318079

aphonopelma,2.65429411702e-06,-12.8393318079

backbone,1.06171764681e-05,-11.4530374468

problems,0.000230923588181,-8.37342368926

helping,6.10487646915e-05,-9.70383759199

insect,5.57401764575e-05,-9.79480937019

rollo,7.96288235107e-06,-11.7407195192

equus,2.65429411702e-06,-12.8393318079

remix,7.96288235107e-06,-11.7407195192

gondwanan,2.65429411702e-06,-12.8393318079

vice,1.32714705851e-05,-11.2298938955

sauropods,1.32714705851e-05,-11.2298938955

non-jewish,2.65429411702e-06,-12.8393318079

attaining,2.65429411702e-06,-12.8393318079

broad,5.30858823405e-05,-9.84359953436

jansen,1.06171764681e-05,-11.4530374468

intentional,7.96288235107e-06,-11.7407195192

once,0.000339749646979,-7.98730154399

hooks,1.59257647021e-05,-11.0475723387

edi,2.65429411702e-06,-12.8393318079

resistance,0.000130060411734,-8.9475115098

super-sensitive,2.65429411702e-06,-12.8393318079

010,2.65429411702e-06,-12.8393318079

011,2.65429411702e-06,-12.8393318079

overlap,2.65429411702e-06,-12.8393318079

gaithersburg,2.65429411702e-06,-12.8393318079

worrisome,2.65429411702e-06,-12.8393318079

rigidity,2.65429411702e-06,-12.8393318079

psilocybin,3.18515294043e-05,-10.3544251581

simon,2.65429411702e-05,-10.5367467149

pongr,1.06171764681e-05,-11.4530374468

dramatically,3.45058235213e-05,-10.2743824505

inflammation,3.71601176383e-05,-10.2002744783

breathing,4.77772941064e-05,-9.94896005002

fluoxetine,7.96288235107e-06,-11.7407195192

california-based,2.65429411702e-06,-12.8393318079

lanza,1.06171764681e-05,-11.4530374468

cemeteries,5.30858823405e-06,-12.1461846274

spook,2.65429411702e-06,-12.8393318079

artery,7.96288235107e-06,-11.7407195192

spoof,2.65429411702e-06,-12.8393318079

roaches,2.65429411702e-06,-12.8393318079

posture,2.65429411702e-06,-12.8393318079

settlers,1.85800588192e-05,-10.8934216589

someday,7.96288235107e-06,-11.7407195192

smaller,0.000233577882298,-8.36199499344

lightest,2.65429411702e-06,-12.8393318079

3141,2.65429411702e-06,-12.8393318079

capital,3.18515294043e-05,-10.3544251581

ginny,2.65429411702e-06,-12.8393318079

extrasolar,1.59257647021e-05,-11.0475723387

categorically,2.65429411702e-06,-12.8393318079

headless,2.65429411702e-06,-12.8393318079

42-62,2.65429411702e-06,-12.8393318079

definitively,2.65429411702e-06,-12.8393318079

armpit,2.65429411702e-06,-12.8393318079

weedbrook,2.65429411702e-06,-12.8393318079

150000,1.59257647021e-05,-11.0475723387

kalkarindji,1.06171764681e-05,-11.4530374468

marmosets,7.96288235107e-06,-11.7407195192

consumption,6.10487646915e-05,-9.70383759199

vitamin-rich,2.65429411702e-06,-12.8393318079

possession,1.32714705851e-05,-11.2298938955

osten,2.65429411702e-06,-12.8393318079

rarest,2.65429411702e-06,-12.8393318079

tribopolymerisation,5.30858823405e-06,-12.1461846274

recount,2.65429411702e-06,-12.8393318079

detects,1.85800588192e-05,-10.8934216589

dougherty,5.30858823405e-06,-12.1461846274

anywhere,3.98144117553e-05,-10.1312816068

second-closest,2.65429411702e-06,-12.8393318079

performed,4.51229999894e-05,-10.0061184639

agribusiness,2.65429411702e-06,-12.8393318079

patrol,2.65429411702e-06,-12.8393318079

